external_id,source,source_posting_id,published_at,acquired_at,role_family_sampling_stratum,natural_or_challenge,challenge_stratum,text_sha256,normalised_text_sha256,duplicate_group_id
reed_57068859,reed,57068859,29/06/2026,2026-08-07T17:57:36.793138+00:00,business analyst,natural,,3abcf0e935b4a5c765d3ca03c60e4df861b7cafd3ac174ef56a2a0f6ff4b96d7,0c5e67acc260085f3eef85537d3247342c67c0d15447706170d5d278f7e32808,50
reed_57069134,reed,57069134,29/06/2026,2026-08-07T17:57:36.793281+00:00,business analyst,challenge,C1_lexical_low_coverage_semantic_disagreement,99eb2fffafb589a4b3be10a15aac5419ec3d166066b7a8e8db57e74f854bb0de,2d1043926444a7acd99ce793c8f3a45b8bd1ea5f518553d5793cbd398733edad,51
reed_57069135,reed,57069135,29/06/2026,2026-08-07T17:57:36.793452+00:00,data scientist,natural,,8002055990f263e13dcc307ccbf6a6913d91f8f207e67392f174e30463fd9da4,03868227b4d4ab72359eab0700d68384a6bea0e0d779da2e4d32e78ade8ac87a,52
reed_57069266,reed,57069266,29/06/2026,2026-08-07T17:57:36.793522+00:00,business analyst,natural,,42ad5aa40e5782e75b947ad552cd7b05574f58003d5185f329c8bf8bd200d6c0,f4f3a88fd95148ac6493141fb6255fcb8733e1c3af3c0429f0f8badd5936ede6,53
reed_57069528,reed,57069528,29/06/2026,2026-08-07T17:57:36.793818+00:00,other_analyst,challenge,C2_lexical_ambiguity_homonym,dda4900321abf374057205c08a277a34187d75856fb65356d12fcf08bc84f7f8,7b864d819ec3d46d5d3d90db4059eb3a48612d15cba01a3055a63715dd7f1dc1,56
reed_57069551,reed,57069551,29/06/2026,2026-08-07T17:57:36.793869+00:00,business analyst,challenge,C2_lexical_ambiguity_homonym,c6beeb122c78d8d515c0a33d639abfbcc2cc8a5c1e0ffffce0b303f334e02b8f,110a81c26f3a253885c22b342f5e6cc999018e2f7a63cbc77cb01d0aaa6e4a3c,57
reed_57069979,reed,57069979,29/06/2026,2026-08-07T17:57:36.794437+00:00,data analyst,natural,,8589149db3ff7d60fdd4d4a725613bf8cce4a11e3ce6b535ed8f43b81659f2ad,be81694b67243ec8e73b17ab9db331bf0ad5603399af17cad4f9c0a994e21521,59
reed_57070591,reed,57070591,30/06/2026,2026-08-07T17:57:36.857929+00:00,finance analyst,natural,,8e9d6d168f82cf6dc0ce9f848464b8ccff49a99aaf2e74937e5630368420ae68,4453fe591415022b43a08db0875abd589455dbfdc7bf71ba65f8075394871b82,461
reed_57071047,reed,57071047,30/06/2026,2026-08-07T17:57:36.795250+00:00,business analyst,challenge,C1_lexical_low_coverage_semantic_disagreement,d2fd7abc6cd785e9f070238a8bf593c6c7f08004059dfe610afd35c39ab9b99c,0b325544a387709092fee63c3a58fb2037b66d95c2f405260b2a7f7ede364b88,62
reed_57071074,reed,57071074,30/06/2026,2026-08-07T17:57:36.795335+00:00,other_analyst,natural,,b53e9f509c44a40c60c0e055f6d1cdef2433c8d8af2b3886e49217b504132458,48d2fd2fded21cb6c3c3e34965a9ae93fce4b24737f43d63b56cd1f8eaf3c418,63
reed_57071240,reed,57071240,30/06/2026,2026-08-07T17:57:36.795525+00:00,business analyst,natural,,2b4e305c7fee5a6f812c3eb45a3cafc16773a9b2ccca518aa8c2310c328e4d74,c13fcd1b626d173d7225d7496a94681dec44ac21e2881022e9e07476d5fd6aea,65
reed_57071511,reed,57071511,30/06/2026,2026-08-07T17:57:36.795795+00:00,finance analyst,natural,,11cb84d292f060949ffaf8ff34c9684102e11c25cf319e1ce642d4d0c7ded6d1,400ab4d20b30d1f9d0bfb569fb886ab1b7dba8790022d9840bfc0de76d26da43,68
reed_57072201,reed,57072201,30/06/2026,2026-08-07T17:57:36.796232+00:00,other_analyst,challenge,C1_lexical_low_coverage_semantic_disagreement,d86efa5aecbc0eef332f1d7e1ceff44ef01db7aed00198b2a0b262556b290b1d,f97e34f660fc4e3b313120942517e9fac65b7f5c0b3278367f55d8f4ec7eda5f,72
reed_57072443,reed,57072443,30/06/2026,2026-08-07T17:57:36.796384+00:00,other_analyst,natural,,ee0e1a54c4d4d94084eb02f6a58b5f756c88bdeeda33232eb66e45d3fb087edf,e649e49fe16d8dae38b079543100f56f2c5d15c69d5d687931cbe384571baf08,73
reed_57072787,reed,57072787,30/06/2026,2026-08-07T17:57:36.796600+00:00,finance analyst,natural,,9a6fbf02f2a73f4a8c0b392abcaeb76ae0ce14a32db4ee1e2fe8f651988b4467,af38b55b6f7410e7c64c46108c783d919caede6ab45c4cad5a5cc525fa2ddb59,74
reed_57072819,reed,57072819,30/06/2026,2026-08-07T17:57:36.796676+00:00,other_analyst,challenge,C3_role_terminology_edge,7e357c7842c00e136b5c3d7441f74bf15db245187f13ed3641a2fdd557538c75,e38afc7713971c1865c142ce97cbd878600bb9e3ac7d91ed5e7914f8d85104bd,75
reed_57073227,reed,57073227,30/06/2026,2026-08-07T17:57:36.797452+00:00,other_analyst,natural,,ace7cf6e3fb87da2cedb7b26b78dbb15f3437550ad4409c2de15f5dc4c912767,1cac3a06a96a9d87e2cfa54af462053a2480f2095e5dce2e8331097233cc6ad8,78
reed_57073937,reed,57073937,30/06/2026,2026-08-07T17:57:36.798025+00:00,other_analyst,challenge,C3_role_terminology_edge,139be2621ac75ebdff19375bc010ad44ad133929fa52e7125cd1211f90cbab82,9c085b5b0f2578352bd17005227326c261823aa5095814fe196a144638c06b23,80
reed_57074013,reed,57074013,30/06/2026,2026-08-07T17:57:36.798179+00:00,business analyst,challenge,C1_lexical_low_coverage_semantic_disagreement,05e7cf1fa64ae3a567f6592581005293778e2a42d50b28bc817f700a046d8d48,091754b15a6f971a5ffc676e2de481c2a890b6d16abf6781c73a1ea6b209ea2c,82
reed_57074249,reed,57074249,30/06/2026,2026-08-07T17:57:36.798329+00:00,other_analyst,challenge,C2_lexical_ambiguity_homonym,03c1ba356646ac7a0bba7c4c047c1775134e2703691e6e4a2622c39ac4464b0d,ff41f51c8e4f1779a9aa1df9e8fb0c9b8b161cae2584640c1d5c15afe7ddc01b,84
reed_57076739,reed,57076739,01/07/2026,2026-08-07T17:57:36.858009+00:00,other_analyst,challenge,C3_role_terminology_edge,7c6cf49921ed161b6f094a8626920d413028f5a25f42ac08e84f49ae1987f04e,93ec0d47364cc7406c0f87e93449c8e48d7ea98ed517ed969c6d51f2c23009b5,462
reed_57076931,reed,57076931,01/07/2026,2026-08-07T17:57:36.799102+00:00,other_analyst,natural,,3da7521f6202e2fe6c9274227bfcbed4a5c7d3b17870560e992cb85e09dde1c3,65d7d18c79320a7055161f4895a9051a62bc335d42382982f1d40851c0e63456,87
reed_57077074,reed,57077074,01/07/2026,2026-08-07T17:57:36.799181+00:00,other_analyst,natural,,61820af78c06148025f9fb80806d1bf3722d6caf2223874c2b9288044e73cffe,d97f3502c019128b2f3086fd672512e826d40fdc0fbf27d903389796c8305ac0,88
reed_57078006,reed,57078006,01/07/2026,2026-08-07T17:57:36.799457+00:00,other_analyst,natural,,c61bd0388cb07f250e7e18687d894fbb24c6b142e6521d99c9e6658671e8cae0,d41c0bd165f017f545723314e0bfd4dc9f9ab66d7ab01a1ae812e02fa7b86d3c,91
reed_57078022,reed,57078022,01/07/2026,2026-08-07T17:57:36.799588+00:00,other_analyst,natural,,1ce57e99b244ed73b96976459e60d4efa525621cbed4a0de89d69b7fb44f0894,ac586012b8660806e3ead5170f1161eba37cb055778ea7e8d36c100f03ec38ab,92
reed_57078582,reed,57078582,01/07/2026,2026-08-07T17:57:36.799763+00:00,finance analyst,natural,,093d218e28c948ec230ebe0cd2b7496c6c9c802bf0b58c78aa0d3ffd6831c5a1,f1109b78a5c120808786bc36b3363b6aacbf8d1c6f9cfa12dd8fd5fe27392db2,93
reed_57078929,reed,57078929,01/07/2026,2026-08-07T17:57:36.799949+00:00,other_analyst,challenge,C3_role_terminology_edge,f555ee37c5c400ad395d1845fae8461b1600c85ad71b34ab379173a58a4825c6,a35f4469b6d6b957feb77fcb1ffb40cbe80f89e27505e98c217b7c569d52cb0f,94
reed_57078957,reed,57078957,01/07/2026,2026-08-07T17:57:36.800106+00:00,data scientist,natural,,77e2ac51d187525524e463cb1a451eb2e0b0a9d004a7f36985256ebbe81f5179,a16c5c06a40982835b081402a3b38db560970f86dfd507e0cac1b8595424e880,95
reed_57079032,reed,57079032,01/07/2026,2026-08-07T17:57:36.800292+00:00,other_analyst,challenge,C1_lexical_low_coverage_semantic_disagreement,0417f8238e48e20e5d814f8ec2470556f04aecdf5822139d8ae6001304c2a67b,8a44da5f24ef342eca242fab2fe7e972ef150a48758ebc4207f7d1e493ffaa12,96
reed_57079200,reed,57079200,01/07/2026,2026-08-07T17:57:36.800377+00:00,other_analyst,challenge,C3_role_terminology_edge,9bcd8a3b79e623a17548e2a1952a595ff12a1de6974715afcefffe9dc1be4c5b,d8a821a91cec99846ece737ebc10f47f5296a4ec82dea2fa3a752b8a22a423cc,97
reed_57079924,reed,57079924,01/07/2026,2026-08-07T17:57:36.800780+00:00,business analyst,challenge,C2_lexical_ambiguity_homonym,9aa76cd5425b813f9e7352640318543d2604991f2eca12b1acd2d519c6f1ba76,4e39efaf4d28da001d6031967bc7d64ea61344264de678bd929991977deea889,99
reed_57080902,reed,57080902,02/07/2026,2026-08-07T17:57:36.801367+00:00,other_analyst,challenge,C3_role_terminology_edge,e6bd3bdc9da26dc19d3ef5b9763f1bc9e8e9fc337931fc2236d32b1bee9e0e1a,56c48f853e83d8a15b3ff82377a3266366550dd302e5c2c2d051c337b522d69c,104
reed_57080956,reed,57080956,02/07/2026,2026-08-07T17:57:36.801491+00:00,business analyst,natural,,74f2dd8184066c9c50a47a2994a2152aa59d1e5ea15b6ecd15dae63482a6c7dd,5ace1b2e36c7a4e85dfc29d529058f3f8e314d2526581edfcf033059db9e2dba,105
reed_57081041,reed,57081041,02/07/2026,2026-08-07T17:57:36.801565+00:00,business analyst,natural,,9df396495069b482057b3b1de72a0953d5aa6ed024c40386599ec8355f5b29b8,a49adea2ddb44fa5c38cda8d985a73ff200cb5b759708da210bb0693e74c6bd3,106
reed_57081108,reed,57081108,02/07/2026,2026-08-07T17:57:36.801659+00:00,other_analyst,challenge,C3_role_terminology_edge,72f1ca90a92a162d84ad071d3ff786927ae2980ea6c193e79e672370eacf7644,a233b228f40f584b7974c34755ba8dc94877140e06c92cf4c60bd5151780b683,107
reed_57081178,reed,57081178,02/07/2026,2026-08-07T17:57:36.801782+00:00,business analyst,natural,,b18f9b0559b0a244b5d96b31fb221444262421ae3422e86a812e27556343c08f,e08c0e3fef555da5ed24a7f590ce1aab702ed89711faace11acda3764f7de145,108
reed_57081315,reed,57081315,02/07/2026,2026-08-07T17:57:36.802065+00:00,data analyst,natural,,2abd2f9034788d22a9634004dc82192f545726a40a5990ce870ffe1542017ece,89647c5225a8d5c8c33952572ad123f46902f385b2fa2b9e0dfd49405c819134,109
reed_57081478,reed,57081478,02/07/2026,2026-08-07T17:57:36.802168+00:00,business analyst,challenge,C1_lexical_low_coverage_semantic_disagreement,305807b96469e52628aa684eec77652548145ea7fe272b51fd99562c3ec200fa,6e510bf31752a000290eb1d479796646b426442f814880f5a15716530ab739fa,110
reed_57082273,reed,57082273,02/07/2026,2026-08-07T17:57:36.803087+00:00,business analyst,challenge,C1_lexical_low_coverage_semantic_disagreement,e028b1fa7bce1ee0bacddac9376bb863f88a9f29a67d0f8031521c00d1401ff2,094c2e6fc158a696572f65f6862a3f8c5592fb502bb3881accef558e8aa3519a,115
reed_57082491,reed,57082491,02/07/2026,2026-08-07T17:57:36.803289+00:00,other_analyst,natural,,5af8292c439eaeaeec46b5d1a7f04d714ff6d32681a7f70692376b04a33fbe52,f18aa6e6c2f04b974a5fd2f54db15c75a2b863eb57dea39835bf3e22da0a8617,116
reed_57082548,reed,57082548,02/07/2026,2026-08-07T17:57:36.803620+00:00,business analyst,natural,,620ac8f76dabc142893fcf90d97eb67efcc76be00dc891109f1baf6a226fee80,bd45ea6093ffb05d032f57465b241cd16c42edc68da302b44cc62c6c945aa534,118
reed_57082925,reed,57082925,02/07/2026,2026-08-07T17:57:36.803882+00:00,business analyst,natural,,72c71ccd94c3be91cad1bc0014e6e2df1ee8be56ccd2bf490544b198aaae9141,ddbd85d32268cda4f93518fbb22949e842070ce21c77630252fe41a1227a78b2,120
reed_57083149,reed,57083149,02/07/2026,2026-08-07T17:57:36.804055+00:00,other,challenge,C3_role_terminology_edge,32752a16b0f323df148178893a9c3a98edf832c781920513e9d92ef948a6fbb2,9edfa8e981b5d4798d9f5c808258b26e5ebdee0ea7ff11a3d117f190bdc1d8a1,121
reed_57083434,reed,57083434,02/07/2026,2026-08-07T17:57:36.804362+00:00,other_analyst,challenge,C2_lexical_ambiguity_homonym,e0bd43f2d2542c1017b399cdbe238c570c6b024f2ca7a788f34b6348aa549868,91a0735fbe80e4242a25988b6c75a397cf83a04f740f9ad6be9affe79fd41d33,122
reed_57083563,reed,57083563,02/07/2026,2026-08-07T17:57:36.804421+00:00,business analyst,natural,,0b417bb52a810de5ba03c07eff0cba8d5f06d3335921010bbf4ffa8e3f985f3d,56390f29451b471abc2fbd2afe18e1199eac840edc94efa0a03bb2ecd2f5e625,123
reed_57083721,reed,57083721,02/07/2026,2026-08-07T17:57:36.804549+00:00,data analyst,challenge,C2_lexical_ambiguity_homonym,da52759cec66f6cb908c8a7d9a22d418767839f62d85ae38ea8a6b38d9d05407,f5f0cea165ba14bdaedfe1e10bbbb52bd5a7d83481e90b690b557cfd29bdda37,124
reed_57084243,reed,57084243,02/07/2026,2026-08-07T17:57:36.804811+00:00,finance analyst,natural,,aa108b5c83524c1bbecfdcca028c4873190ab1764ac87d119742932f5b2ff034,c55fda4836d48c354d11013d5a056ef901180919696568419164235af1592d25,126
reed_57084533,reed,57084533,02/07/2026,2026-08-07T17:57:36.805225+00:00,finance analyst,natural,,5fb5a757f9d8906dcc20416982605213d75b98231f64294338b7fe2e73122338,9e0ae37edbdfe9648f9b854d03ae1d5cced52b166e4378c2c0a058cf1c47ffc6,130
reed_57084697,reed,57084697,03/07/2026,2026-08-07T17:57:36.805368+00:00,business analyst,challenge,C1_lexical_low_coverage_semantic_disagreement,e5fd0d54ac6f74ee1f6676c3debe3392dda5b2b4f13ca5c895826a4c9e572daf,8756f8acd51e69e4e7b3ff311a44ee46ae570704f7c7bdc03768f15a9587e963,131
reed_57085113,reed,57085113,03/07/2026,2026-08-07T17:57:36.805579+00:00,business analyst,natural,,37949af9eb25e04e549377f9d57c3376482f6472c6e50e8a71a0310fb6d94e27,569aeb00e4e41d1956e1ef2ac9433206ce863170522da2f1750f53b43ef4bf1b,133
reed_57085754,reed,57085754,03/07/2026,2026-08-07T17:57:36.805800+00:00,other_analyst,challenge,C1_lexical_low_coverage_semantic_disagreement,cd31f2d8a850f92c79fc71f78e554dfcf3b1080c5a69459d5c98779173727cac,d9b130c6332ee2dc52132c4957d28a92a45bb8a7ea7253bfcf6505e91043fa5e,135
reed_57085757,reed,57085757,03/07/2026,2026-08-07T17:57:36.805876+00:00,business analyst,natural,,06905e58e41f1fd58330baa66675ff4a37889fe0667fd4b506d8ba97e9da0aec,d0633e34b1bbbfb95b497648d161afc755d7ed62b36044b22855529cf2ddb313,136
reed_57086104,reed,57086104,03/07/2026,2026-08-07T17:57:36.806021+00:00,business analyst,natural,,f4e01ed6ad6d659e2150d68835caea1d572df5078b21ac2850d0ae331da9f519,8a74f36a44ee3a3d511ff6870940c5a721b2911cd90ee97c2159a9c043d4149e,138
reed_57086285,reed,57086285,03/07/2026,2026-08-07T17:57:36.806406+00:00,finance analyst,natural,,86fc63dce6142c38d936407756c99ef7d707ac5bde619ccb7044a9d8f799de34,b852ba60ad8f94f5732bd8ef4c6a216901cae4897dfa872a95798629a2a6b152,139
reed_57088034,reed,57088034,03/07/2026,2026-08-07T17:57:36.806905+00:00,data analyst,natural,,538515e89d31bdda777a65348696aa03d92c6996aa8f059fa2522aefa42b3d01,3e4eb942ea6ed0958b2345bc0c48b3f41bb5e54212c95a4fe96bb3f36fe8c3ac,142
reed_57088775,reed,57088775,03/07/2026,2026-08-07T17:57:36.807078+00:00,finance analyst,natural,,66ad654939e23ef5ec1814d6fd799d3911b70f0a4527ff14365cd983ca5c621d,fc25a31ec1f5517c15173f86217e83ed536cde593fc08f111ee4d00f7187306d,143
reed_57091075,reed,57091075,06/07/2026,2026-08-07T17:57:36.807635+00:00,other,natural,,5e1c031c7bb5fe11b1a7acfb4c1ca4515391d4446331322a9ba4aec4e24c0c5a,c3fcface70628f045ed136bc0d45a64b2b3cb8db2cea4cda50f01d4eb4987189,147
reed_57091460,reed,57091460,06/07/2026,2026-08-07T17:57:36.807995+00:00,other_analyst,natural,,853edec296ff35fd7c12e1fc0e317543d383f1f9cea5719cfa25c79002340a69,2b9f59419940f4fbc4a60e3a12783ca89659988e6179fd969445c76d19ef621f,148
reed_57091464,reed,57091464,06/07/2026,2026-08-07T17:57:36.808148+00:00,business analyst,natural,,a425fc0fb47963bd3bf39aff849046d49c860ea758986dbf680beff614c36df6,79dd97b67f7d049e6d7a7484f462bcf8169025cb7eddc50f4fc30e2c70622b9a,149
reed_57091889,reed,57091889,06/07/2026,2026-08-07T17:57:36.808400+00:00,other_analyst,challenge,C3_role_terminology_edge,31059eae25f770198309948e4fadffb4f282ac3ab65b7a7b16ea97e1e028e15b,772f40502fce96150eb78265898452aee366c8f91620a9bc893be6aff2de4759,151
reed_57091965,reed,57091965,06/07/2026,2026-08-07T17:57:36.808703+00:00,business analyst,natural,,2ed0b8ccba94fe828d129f662dfba9f1cc3b5ec28bb1b6f54ef1de67c5c26a03,91c9fccb9e8a83f9644f2b1fc0b66270f059d88cf4f4b3e0633d13ec3af84bc7,152
reed_57091981,reed,57091981,06/07/2026,2026-08-07T17:57:36.808802+00:00,business analyst,challenge,C1_lexical_low_coverage_semantic_disagreement,793c45c37184d12790ed2c104c4a451313fb4dbc9005252c89ae534bb235688b,9e5e552388382ce9b4100d407004f2c1c6769a42c4e930cf23b67a299cc44d3c,153
reed_57092587,reed,57092587,06/07/2026,2026-08-07T17:57:36.809448+00:00,other_analyst,natural,,de7696328ff7c8a1d7cf8977182fecb2671c90574f5b5f02cd5d0d6f5dd33056,8191a88baabec6eb0cab0bd3758b09067863ce57e6669608e17276673808055f,157
reed_57092750,reed,57092750,06/07/2026,2026-08-07T17:57:36.809620+00:00,other_analyst,natural,,cfd006f189b265368dd00fc9ceed9673838bde91862679821f38bdb1a606a20f,08a1b59fe05182f9f3ddfe867c10508d3bdafc050965a6a8f5cb3e138325f79f,159
reed_57092823,reed,57092823,06/07/2026,2026-08-07T17:57:36.809769+00:00,other_analyst,natural,,6f51508932227e51ad397906b517bde30c25942562c5f39307587067890f695c,8512ee35b7106a740b729f7f419f5eb07612602488377a6b3f1cd1485cab4113,160
reed_57093658,reed,57093658,06/07/2026,2026-08-07T17:57:36.810126+00:00,business analyst,challenge,C1_lexical_low_coverage_semantic_disagreement,9cd73e8c7538267c16eefb62502529c7c4f5862beae65263797f866119206dc7,a8f1b3c2a4d0fe0889617f83b1ae8c0bd6bd9f5e69b809e95714b40851e96eb6,161
reed_57093827,reed,57093827,06/07/2026,2026-08-07T17:57:36.810227+00:00,other_analyst,natural,,1667e329c77e294179d983950cd9720ce80717aa77307da643a0d62abe8314b6,76751e84759a0f0cf1f0c628184bc3cea2ac51e177275321145e1c96131c0215,162
reed_57094734,reed,57094734,06/07/2026,2026-08-07T17:57:36.810666+00:00,finance analyst,challenge,C2_lexical_ambiguity_homonym,0bc9c205f7b7a0732c279646c1173c2d08e343ac7734b7c60e5d1f10b7c3b21f,8f82aa0fbe183214d98f9d0a5f8e3723cbc1f42fad965ef8174c8e2e29453ed7,166
reed_57095034,reed,57095034,06/07/2026,2026-08-07T17:57:36.811042+00:00,other_analyst,natural,,be85a87518bc5c81f498f10e14e0fb7272c3b217dcd496871d997ea2f7a0211c,92d023fd6166f8d58187dd9b25114494aa329f68aac33f890b80d44ffe813c99,167
reed_57095837,reed,57095837,07/07/2026,2026-08-07T17:57:36.811310+00:00,data analyst,challenge,C2_lexical_ambiguity_homonym,ff661b4a90a188081dbc174803c890d9232067b3501aa7c315dd31be9466ab8e,65e68c0a12f3126cebbe509e8b83c70663c463f0fa4d6b73c3aea0a0dd7b3c41,170
